index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
Methavert_20211007_2;3.3352;;7.9644;7.4244;10.4884;0.7078;12376;55.5877;;159.2895;7.6978;2.6398;2021-10-07_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.78;1.19;True;;;;;Noise:26.6361. Treshold: 300. s: [0.0165];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.0097. Treshold: 100. s: 0.2;4.62;;;10.06;;;;4.62;;;10.06;;4.91;;;;;;;4.62;9.43;6.09;10.06;;;;0 days 00:01:49.907920;0.03133;0.08948;;;;;;;;;0 days 00:04:28.662527;0.02622;;0.00398;0.06846;;;;4.11995;yes_run;0.00173;0.00072;0.00069;0.00186;0.00175;0.0002;0.00021;0.00022;0.00123;0.00034;0.00173;0.00092;0.00072;0.00176;0.00175;0.0002;0.00038;0.0002;0.00119;0.00034;154;828;;38375
Methavert_20211007_4;1.9999;1.9152;10.0858;5.8388;12198;0.4786;13.6825;33.3319;136.8001;201.7179;7.8458;2.1764;2021-10-07_04_SNAC111912_src.csv;SNAC111912;07/10/21;1.87;1.19;True;;;;;Noise:25.0. Treshold: 300. s: [0.0099];True;;;;;Noise:55.502. Treshold: 100. s: [0.0742];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.0053. Treshold: 100. s: 0.05;5.03;;;10;9.38;;;5.03;9.38;;10;;4.51;;;;;10;;5.03;9.38;5.94;;;;;0 days 00:01:29.855720;0.01076;0.10787;;;;;;;;;0 days 00:02:56.118299;0.01487;0.06103;0;;;;;10.56821;yes_run;0.01053;0.00044;0.00053;0.01076;0.00894;0.00237;-0.0002;-0.00021;-0.00098;0.00173;0.01054;0.00045;0.00053;0.01117;0.00894;0.00237;-0.0002;-0.0002;0.00017;0.00173;151;59;;3687
StepNantes_20211008_1;;;;;;;;;;;7.9716;0.6404;2021-10-08_01_SNAC111902_src.csv;SNAC111902;07/10/21;1.33;1.2;False;;;;;Noise:448.2117. Treshold: 300. s: [0.0163];False;;too many pics in important section(s) of the signal;;;Noise:471.5592. Treshold: 100. s: [0.0001];False;;too many pics in important section(s) of the signal;Shift in pH 4.84-4.9. Derivative value 0.406 higher than 0.1;;Noise:0.0119. Treshold: 100. s: 0.2;4.72;6.46;10.25;5.16;;;;4.72;9.37;5.9;10.25;;4.96;9.24;5.85;;10.77;10.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;153;;;
Methavert_20211008_1;3.3726;2.0697;9.0658;8.3116;11.6898;711;13803;56.2116;147.8409;181.3177;7.6642;2.5213;2021-10-08_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.63;1.23;True;;;;;Noise:41.1687. Treshold: 300. s: [0.0119];True;;;;;Noise:28.8917. Treshold: 100. s: [0.0182];True;;;;;Noise:0.0109. Treshold: 100. s: 0.2;4.5;;;10.02;;;;4.5;;;10.02;;;9.75;;7.57;;6.79;;4.5;9.75;5.99;;;;;0 days 00:01:20.942052;0.02607;0.11123;;;;;;;;;0 days 00:03:55.856170;0.02799;0.07362;0.00793;;;;;1;yes_run;0.00534;0.00229;0.00235;0.00626;0.00478;0.00108;0.00066;0.00146;0.0009;0.00103;0.00534;0.00229;0.00236;0.00638;0.00478;0.00108;0.00061;0.00141;0.00156;0.00103;152;99;;6187
Gatinais_20211008_1;1.4506;;14.8964;12.5274;18487;0.6776;21672;24.1767;;297.9296;7.8657;1.8234;2021-10-08_01_SNAC121901_src.csv;SNAC121901;05/10/21;1.93;1.31;True;;;;;Noise:22.5726. Treshold: 300. s: [0.0305];True;;;;;Noise:26.6325. Treshold: 100. s: [0.017];False;;too many pics in important section(s) of the signal;;;Noise:0.0043. Treshold: 100. s: 0.05;;;10.1;5.99;;;;;;5.99;10.1;;4.68;9.23;5.89;9.79;;10.11;;4.8;9.4;5.99;10.1;;;;0 days 00:02:02.733830;0.08275;0.15436;;;;;;;;;0 days 00:08:19.667442;0.00951;;0.02233;0.09145;;;;8.86311;yes_run;0.00205;0.00088;0.00084;0.00107;0.00268;-0.00006;-0.00001;0.00009;0.00045;0.00056;0.00206;0.00096;0.00085;0.00172;0.00268;-0.00006;0.00005;0.00008;0.00096;0.00056;0.15;862;;39437
Methavert_20211008_2;;;9.0462;7.8369;11.7326;0.6679;13725;;;180.9252;7.8278;2.5002;2021-10-08_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.71;1.24;True;;;;;Noise:45.5841. Treshold: 300. s: [0.0329];False;;too many pics in important section(s) of the signal;;;Noise:67.3926. Treshold: 100. s: [0.0137];False;;too many pics in important section(s) of the signal;;;Noise:0.0015. Treshold: 100. s: 0.005;;;;10.04;;;;;9.56;;8.1;;;9.58;;;;10.09;8.07;;;;;;;;0 days 00:01:29.434769;0.03065;0.1058;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;151;;;
Methavert_20211009_1;2.8472;;8.4383;5.9637;10.2068;0.5842;11723;47.4549;;168.7669;7.5494;2418;2021-10-09_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.7;1.18;True;;;;;Noise:31.461. Treshold: 300. s: [0.0508];True;;;;;Noise:34.4422. Treshold: 100. s: [0.0166];False;;too many pics in important section(s) of the signal;Shift in pH 3.9-4.1. Derivative value 0.064 higher than 0.05;;Noise:0.0102. Treshold: 100. s: 0.2;;6.25;;10.06;;;;;;6.25;10.06;;4.74;9.14;;4.05;;4.4;;4.8;9.39;6.25;10.06;;;;0 days 00:01:28.134303;0.01635;0.09927;;;;;;;;;0 days 00:06:58.843970;0.02348;;0.01938;0.0971;;;;3.23137;yes_run;0.00326;0.00391;0.00359;0.00365;0.00307;0.00079;0.00138;0.00159;0.0025;0.00089;0.00326;0.00401;0.00362;0.00345;0.00307;0.00078;0.00142;0.00169;0.00203;0.00089;154;0.82;;38125
Methavert_20211009_2;3.8923;2.0353;7.8062;8.3102;10.9558;0.7585;13.0686;64.8721;145.3851;156.1244;7.7471;2.4719;2021-10-09_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.75;1.2;True;;;;;Noise:50.4128. Treshold: 300. s: [0.0225];True;;;;;Noise:50.2751. Treshold: 100. s: [0.0293];True;;;;;Noise:0.0047. Treshold: 100. s: 0.05;;;;10.04;5.92;;;;;5.92;10.04;4.25;;9.84;;5.24;;;;4.8;9.84;5.92;;;;;0 days 00:00:59.130583;0.03136;0.08921;;;;;;;;;0 days 00:03:46.970069;0.03076;0.06894;0.01564;;;;;1;yes_run;0.00641;0.00135;0.00202;0.00801;0.00568;0.00221;0.00034;0.00061;0.00278;0.00174;0.00641;0.00146;0.00194;0.00814;0.00568;0.00221;0.00055;0.00054;0.0035;0.00174;0.15;88;;5.5
Methavert_20211010_2;4.0818;;9.1312;8.9448;11.4702;0.7798;13.7443;68.0304;;182.6251;7.7824;2.4991;2021-10-10_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.72;1.22;True;;;;;Noise:59.3368. Treshold: 300. s: [0.0335];True;;;;;Noise:30.9894. Treshold: 100. s: [0.0127];True;;;;;Noise:0.0097. Treshold: 100. s: 0.2;4.69;;;9.92;;;;4.69;;;9.92;;;;;4.24;;9.98;;4.69;9.3;5.95;;;9.95;;0 days 00:01:29.942202;0.03187;0.10617;;;;;;;;;0 days 00:05:29.043334;0.03232;;0.00254;;;0.07191;;6.35996;yes_run;0.00137;0.00071;0.00077;0.00132;0.00151;0.00014;0.00016;0.00036;0.00119;0.00021;0.00137;0.00077;0.00077;0.0013;0.00151;0.00014;0.00022;0.00037;0.00118;0.00021;151;717;;34906
StepNantes_20211011_1;2.5853;;11.7361;4.3211;8.2949;0.5209;9.3935;43.0898;;234.7232;7.9837;677;2021-10-11_01_SNAC111902_src.csv;SNAC111902;07/10/21;1.32;1.21;True;;;;;Noise:220.9494. Treshold: 300. s: [0.0761];True;;;;;Noise:29.5418. Treshold: 100. s: [0.0226];False;;too many pics in important section(s) of the signal;Shift in pH 2.74-3.0. Derivative value 0.416 higher than 0.1;;Noise:0.0129. Treshold: 100. s: 0.2;;;10.35;5.17;;;;5.17;;;10.35;;5.15;9.15;6.31;3.55;;;;5.17;9.27;5.93;10.35;;;;0 days 00:00:46.278904;0.08322;0.17782;;;;;;;;;0 days 00:04:21.347155;0.02693;;0.0009;0.03538;;;;8.65675;yes_run;0.0042;0.00114;0.0016;0.00548;0.00351;0.00256;0.00046;0.00067;0.00502;0.00136;0.0042;0.00121;0.00161;0.00536;0.00351;0.00256;0.00051;0.00072;0.0048;0.00136;153;1116;;47375
Methavert_20211011_1;3.8749;;8.9387;7737;11.3961;0.6789;13.3632;64.5823;;178774;7.5167;2.3525;2021-10-11_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.67;1.21;True;;;;;Noise:26.8017. Treshold: 300. s: [0.0407];True;;;;;Noise:43.8136. Treshold: 100. s: [0.0114];False;;;Shift in pH 10.3-10.4. Derivative value 0.058 higher than 0.05;;Noise:0.0114. Treshold: 100. s: 0.2;;;;10.05;4.5;;;4.5;;;10.05;;4.42;9.92;;10.37;;10.7;;4.5;9.43;6.09;10.05;;;;0 days 00:01:45.905084;0.03495;0.10705;;;;;;;;;0 days 00:05:26.294553;0.03183;;0.00692;0.0843;;;;8.4501;yes_run;0.00285;0.00186;0.00193;0.00317;0.00277;0.00051;0.00072;0.00107;0.00207;0.00053;0.00285;0.00202;0.00199;0.00292;0.00277;0.00051;0.00075;0.00108;0.00172;0.00053;154;815;;37968
Methavert_20211011_2;4.4103;;9189;9.3051;11926;0.7802;14.2917;73.5053;;183.7813;7.7594;2.5521;2021-10-11_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.63;1.24;True;;;;;Noise:35.0. Treshold: 300. s: [0.01];True;;;;;Noise:35.3264. Treshold: 100. s: [0.0177];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.0042. Treshold: 100. s: 0.05;4.76;;;10.01;;;;4.76;;;10.01;;;;;4.27;;10;;4.76;9.32;5.97;10.01;;;;0 days 00:01:24.273218;0.03149;0.11274;;;;;;;;;0 days 00:05:25.052793;0.03619;;0.00192;0.07849;;;;15;yes_run;0.00167;0.00157;0.00137;0.00154;0.00166;0.00024;0.00013;0.00038;0.00111;0.00034;0.00167;0.00165;0.00138;0.00151;0.00166;0.00024;0.00036;0.00038;0.0011;0.00034;154;0.77;;36562
StepNantes_20211012_1;2785;;5.1514;4.9238;8349;0.5897;9.6008;46.4179;;103.0298;7.5135;0.6337;2021-10-12_01_SNAC111902_src.csv;SNAC111902;07/10/21;1.34;1.21;True;;;;;Noise:69.4186. Treshold: 300. s: [0.0396];True;;;;;Noise:30.7303. Treshold: 100. s: [0.0216];False;;;Shift in pH 3.1-3.2. Derivative value 0.051 higher than 0.05;;Noise:0.0131. Treshold: 100. s: 0.2;;6.47;;5.19;10.66;;;5.19;;6.47;10.66;;4.59;;;;;3.01;7.11;5.19;9.28;6.47;10.66;;;;0 days 00:01:03.458059;0.0098;0.07688;;;;;;;;;0 days 00:03:53.563193;0.02862;;0.00134;0.0357;;;;1;yes_run;0.00444;0.00132;0.00175;0.00626;0.00368;0.00267;0.00007;0.00067;0.00615;0.00133;0.00444;0.00135;0.00184;0.00616;0.00368;0.00267;0.00019;0.00074;0.00601;0.00133;154;1429;;57156
Methavert_20211012_1;3.9828;;9.7184;7.7147;11.8635;0.6502;13.8248;66.3807;;194.3695;7.7084;2.5413;2021-10-12_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.57;1.24;True;;;;;Noise:30.8709. Treshold: 300. s: [0.0607];True;;;;;Noise:34.3044. Treshold: 100. s: [0.0137];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.0043. Treshold: 100. s: 0.05;4.75;6.4;10.09;;;;;4.75;;6.4;10.09;;;;;4.35;;10.11;;4.75;9.44;6.4;10.09;;;;0 days 00:01:58.164766;0.03437;0.1238;;;;;;;;;0 days 00:05:05.489191;0.03408;;0.00535;0.08474;;;;1;yes_run;0.00156;0.00095;0.00086;0.00141;0.00188;0.00003;0.00023;0.00013;0.00086;0.00046;0.00156;0.00119;0.00091;0.00136;0.00188;0.00003;0.0004;0.00012;0.00093;0.00046;0.15;857;;39281
Methavert_20211012_2;3.9715;;9.9806;10.8092;11.8539;0.9118;14.6021;66.1924;;199.6127;7.8368;2392;2021-10-12_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.72;1.22;True;;;;;Noise:50.7293. Treshold: 300. s: [0.0389];True;;;;;Noise:36.0541. Treshold: 100. s: [0.0204];True;;;;;Noise:0.005. Treshold: 100. s: 0.05;4.66;;;9.99;;;;4.66;;;9.99;;;;;4.1;;9.96;;4.66;9.32;5.97;;;9.98;;0 days 00:01:46.760764;0.04838;0.11605;;;;;;;;;0 days 00:05:04.434475;0.03133;;0.0017;;;0.06884;;6.29165;yes_run;0.00178;0.0005;0.00049;0.0024;0.0018;0.00026;0.00006;0.00014;0.0013;0.00042;0.00178;0.00053;0.00048;0.00232;0.0018;0.00026;0.00015;0.00012;0.00127;0.00042;0.15;744;;35.75
StepNantes_20211013_1;3.0258;0.6601;4.9022;4.6486;8.5894;0.5412;9.7713;50.4304;47.1548;98.0452;7.5772;0.5893;2021-10-13_01_SNAC111902_src.csv;SNAC111902;07/10/21;1.32;1.21;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];False;;;Shift in pH 3.4-3.9. Derivative value 0.065 higher than 0.05;Calibration lost: strictly positive for pH>8. Please control it;Noise:0.0053. Treshold: 100. s: 0.05;5.03;6.61;;;;;;5.03;;;6.61;;;8.8;;4.15;2.84;;;5.03;;5.93;6.61;;;;0 days 00:01:06.603773;0.02162;0.07427;;;;;;;;;0 days 00:04:18.648299;0.03143;0.02939;0;;;;;5.61754;yes_run;0.00577;0.00117;0.00215;nan;0.00496;0.0025;0.00019;0.00023;nan;0.00107;0.00577;0.00126;0.00208;nan;0.00496;0.0025;0.00023;0.00031;nan;0.00107;153;;;
Methavert_20211013_1;4.3566;2.1878;9.1135;8.1084;11.7561;0.6897;13.8175;72.6115;156.2769;182.2708;7.6675;2.5904;2021-10-13_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.62;1.23;True;;;;;Noise:15.0002. Treshold: 300. s: [0.0099];True;;;;;Noise:25.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0046. Treshold: 100. s: 0.05;4.64;;;10.06;;;;4.64;;;10.06;;4.42;9.85;;;;;;4.53;9.85;6.1;;;;;0 days 00:02:09.376323;0.03817;0.11251;;;;;;;;;0 days 00:04:28.314553;0.03633;0.0782;0.00531;;;;;1;yes_run;0.00498;0.00148;0.00208;0.00565;0.00452;0.00029;0.00032;0.0014;-0.00059;0.00036;0.00499;0.00151;0.00206;0.0058;0.00452;0.00029;0.00023;0.00128;0.00072;0.00036;152;207;;12937
Methavert_20211013_2;3.9477;2202;8.6176;8.6601;12.4091;0.6978;14.6109;65.7956;157.2883;172.3529;7.9396;2.4346;2021-10-13_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.77;1.23;True;;;;;Noise:42.4941. Treshold: 300. s: [0.0536];True;;;;;Noise:30.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0047. Treshold: 100. s: 0.05;4.74;;;9.95;;;;4.74;;;9.95;;4.49;9.82;;10.79;;;;4.62;9.82;5.98;;;;;0 days 00:01:22.448240;0.02933;0.09737;;;;;;;;;0 days 00:05:08.962471;0.03006;0.07187;0.00231;;;;;1.67851;yes_run;0.00285;0.00091;0.00091;0.0033;0.00256;0;-0.00003;0.00032;-0.00003;0.00012;0.00285;0.00101;0.00092;0.00329;0.00256;0;0.00006;0.00034;0.00023;0.00012;155;96;;6
StepNantes_20211014_1;0.3269;;4.3601;3.5216;8693;0.4051;9.5884;5.4492;;87.2032;8.2857;0.4746;2021-10-14_01_SNAC111902_src.csv;SNAC111902;14/10/21;1.37;1.18;True;;;;;Noise:15.4839. Treshold: 300. s: [0.0143];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;;Shift in pH 3.3-3.8. Derivative value 0.07 higher than 0.05;Calibration lost: strictly positive. Please control it;Too many outliers;;;;9.99;5.75;;;;;5.75;9.99;;;;5.83;9.01;;;;4.8;9.31;5.75;9.99;;;;0 days 00:00:59.153094;0;0.06365;;;;;;;;;0 days 00:04:22.298964;0.00336;;0.00958;0.06253;;;;13.20847;yes_run;0.00425;0.00101;0.00156;0.00493;0.0039;0.00199;0.00011;0.00059;0.00299;0.00165;0.00426;0.00111;0.00164;0.00467;0.0039;0.00199;0.00018;0.00069;0.00247;0.00165;0.42;753;;36031
Methavert_20211014_1;4325;;9.8218;9.0482;12283;0.7366;14.5834;72.0847;;196.4376;7.6707;2.5779;2021-10-14_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.7;1.23;True;;;;;Noise:30.1661. Treshold: 300. s: [0.0207];True;;;;;Noise:31.1628. Treshold: 100. s: [0.008];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.011. Treshold: 100. s: 0.2;4.66;6.53;;9.97;;;;4.66;;6.53;9.97;;;;;10.36;;10.06;;4.66;9.35;6.53;9.97;;;;0 days 00:01:50.051987;0.04402;0.11555;;;;;;;;;0 days 00:06:29.419730;0.03436;;0.00441;0.07704;;;;1;yes_run;0.0011;0.00097;0.00085;0.00087;0.00128;0;0.00042;0.00022;0.00067;0.00011;0.0011;0.00085;0.00089;0.00085;0.00128;0;0.00029;0.00022;0.0007;0.00011;151;739;;35593
Methavert_20211014_3;2.8382;2.11;10.9379;7.9974;12.8795;0.6209;14.9127;47.3039;150.7198;218.7586;7.8705;2.4855;2021-10-14_03_SNAC111912_src.csv;SNAC111912;07/10/21;1.62;1.24;True;;;;;Noise:28.2748. Treshold: 300. s: [0.0176];True;;;;;Noise:33.5647. Treshold: 100. s: [0.0366];True;;;;;Noise:0.0089. Treshold: 100. s: 0.2;;;;9.93;9.43;;;4.49;9.43;;9.93;;4.46;;;10.55;;9.91;;4.48;9.43;5.91;;;;;0 days 00:02:28.481624;0.0248;0.13503;;;;;;;;;0 days 00:04:21.247598;0.02346;0.07477;0.00506;;;;;1;yes_run;0.0094;0.00134;0.00144;0.01065;0.0082;0.0012;0;0.00057;-0.00067;0.00102;0.0094;0.00133;0.00143;0.01079;0.0082;0.0012;-0.00001;0.00055;-0.00007;0.00102;153;37;;2312
StepNantes_20211015_1;0.0609;;;;;;;1.0158;;;8.2529;0.5852;2021-10-15_01_SNAC111902_src.csv;SNAC111902;14/10/21;1.37;1.17;False;;;;;Noise:501.5199. Treshold: 300. s: [0.0154];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;Shift in pH 3.3-3.4. Derivative value 0.434 higher than 0.05;;Noise:0.0134. Treshold: 100. s: 0.2;;;;9.97;5.75;;;;;5.75;9.97;;4.61;9.3;5.97;5.49;;8.5;;4.8;9.29;5.75;9.97;;;;;;;;;;;;;;;0 days 00:04:10.900091;0.00063;;0.00779;0.0601;;;;7.00123;yes_run;0.00361;0.00085;0.00106;0.00455;0.00422;0.00157;0.00026;0.0005;0.00274;0.00169;0.00361;0.00092;0.00108;0.00441;0.00422;0.00157;0.00032;0.00053;0.0024;0.00169;1008;739;;35593
Methavert_20211015_2;4.6414;;9.6293;9.5246;12.6522;0.7528;15.0737;77.3582;;192.5871;7.7683;2.5523;2021-10-15_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.73;1.23;True;;;;;Noise:25.0. Treshold: 300. s: [0.01];True;;;;;Noise:29.1227. Treshold: 100. s: [0.0246];False;;Probable lost of calibration. Too few pics in the signal;;;Noise:0.0049. Treshold: 100. s: 0.05;;;;10.05;4.47;;;4.47;;;10.05;;;;;4.37;;10.06;;4.47;9.41;6.06;10.05;;;;0 days 00:01:06.040608;0.03496;0.11132;;;;;;;;;0 days 00:05:59.463249;0.03616;;0.00572;0.08133;;;;15;yes_run;0.00203;0.00151;0.00147;0.00231;0.00243;0.00011;0.00054;1;0.0013;0.00003;0.00203;0.00146;0.00143;0.00215;0.00243;0.00011;0.00044;0.00089;0.00119;0.00003;155;818;;38062
Methavert_20211015_3;2.0483;;10.8935;6.3001;12.9341;487;14.5358;34.1386;;217.8702;8.0513;2.5065;2021-10-15_03_SNAC111912_src.csv;SNAC111912;07/10/21;1.7;1.22;True;;;;;Noise:42.5473. Treshold: 300. s: [0.0531];True;;;;;Noise:46.3353. Treshold: 100. s: [0.0426];False;;too many pics in important section(s) of the signal;Shift in pH 9.4-9.5. Derivative value 0.081 higher than 0.05;;Noise:0.0109. Treshold: 100. s: 0.2;;;;9.99;4.45;;;4.45;;;9.99;;;9.4;;;9.55;2.63;;4.45;9.32;5.97;9.99;;;;0 days 00:01:49.084244;0.01092;0.12815;;;;;;;;;0 days 00:05:32.583291;0.01639;;0.00507;0.07529;;;;10.09583;yes_run;0.0027;0.00136;0.00122;0.00319;0.00243;0.00026;0.00049;0.00063;0.00205;0.00026;0.0027;0.00136;0.00123;0.00308;0.00243;0.00026;0.00047;0.00064;0.00189;0.00026;151;756;;36125
Methavert_20211016_1;1.2562;2.4693;8.9198;8.1966;12.1959;672;14.2798;20.9381;176.3829;178.3963;7.8245;2.5118;2021-10-16_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.7;1.24;True;;;;;Noise:24.3181. Treshold: 300. s: [0.0501];True;;;;;Noise:63.1086. Treshold: 100. s: [0.0275];False;;;Shift in pH 3.51-3.58. Derivative value 0.114 higher than 0.1;;Noise:0.0095. Treshold: 100. s: 0.2;4.91;;;10.03;4.2;;;4.91;10.03;;4.2;8.09;4.48;;6.05;3.38;10.61;;;4.91;10.03;6.1;4.2;8.09;;;0 days 00:02:27.236343;0.02921;0.10493;;;;;;;;;0 days 00:09:11.949469;0.00987;0.08322;0.00578;0.03008;0.00126;;;8.29336;yes_run;0.00232;0.00302;0.00236;0.00171;0.00258;-0.00019;0.00037;-0.00031;-0.00014;0.0006;0.00232;0.00298;0.00246;0.00178;0.00258;-0.0002;-0.00034;-0.00023;0.00021;0.0006;0.15;208;;13
Methavert_20211016_2;0.8928;;11362;4.1263;12.6248;0.3268;13.6739;14.8806;;227.2413;8139;2.4325;2021-10-16_02_SNAC111912_src.csv;SNAC111912;07/10/21;1.79;1.2;True;;;;;Noise:23.6115. Treshold: 300. s: [0.034];True;;;;;Noise:31.3184. Treshold: 100. s: [0.0078];False;;;Shift in pH 10.0-10.1. Derivative value 0.055 higher than 0.05;;Noise:0.0125. Treshold: 100. s: 0.2;;6.27;;9.98;5.15;;;5.15;;6.27;9.98;;4.51;9.88;;10.13;;10.57;;5.15;9.29;6.27;9.98;;;;0 days 00:01:29.786437;0;0.12695;;;;;;;;;0 days 00:03:50.059826;0.00692;;0.00256;0.06819;;;;15;yes_run;0.00294;0.00067;0.00059;0.00332;0.0027;0.00019;0.00021;0.0001;0.00221;0.0004;0.00294;0.0007;0.00059;0.00325;0.0027;0.00019;0.00025;0.00009;0.00208;0.0004;155;0.74;;35625
StepNantes_20211018_1;0.2978;;;;;;;4.9642;;;8.3077;0.5296;2021-10-18_01_SNAC111902_src.csv;SNAC111902;14/10/21;1.34;1.18;False;;;;;Noise:374.6891. Treshold: 300. s: [0.0161];True;;;;;Noise:20.0. Treshold: 100. s: [0.0099];False;;too many pics in important section(s) of the signal;Shift in pH 3.1-3.2. Derivative value 1.999 higher than 0.05;;Noise:0.0132. Treshold: 100. s: 0.2;;;;9.97;5.76;;;;;5.76;9.97;;4.76;9.1;5.87;;2.96;;3.01;4.8;9.28;5.76;9.97;;;;;;;;;;;;;;;0 days 00:03:49.589154;0.00312;;0.00896;0.06134;;;;13.82511;yes_run;0.00343;0.00129;0.00136;0.0041;0.00408;0.00152;0.00012;0.00038;0.00223;0.00155;0.00343;0.00133;0.00138;0.00396;0.00408;0.00152;0.00017;0.00043;0.00197;0.00155;625;736;;35.5
Methavert_20211018_1;1.9646;;9.8038;5.6273;11.5208;0.4884;12.9515;32.7448;;196.0763;7.8908;2.1268;2021-10-18_01_SNAC111912_src.csv;SNAC111912;07/10/21;1.57;1.21;True;;;;;Noise:35.0. Treshold: 300. s: [0.0099];True;;;;;Noise:35.0. Treshold: 100. s: [0.0099];False;;;Shift in pH 10.1-10.1. Derivative value 0.051 higher than 0.05;;Noise:0.0113. Treshold: 100. s: 0.2;4.59;6.48;;10;;;;4.59;;6.48;10;;4.53;9.88;;10.13;;10.59;;4.59;9.36;6.48;10;;;;0 days 00:01:40.855719;0.02213;0.12488;;;;;;;;;0 days 00:05:48.659994;0.01718;;0.00472;0.07486;;;;1;yes_run;0.00248;0.00083;0.00084;0.0029;0.00232;0.00015;0.00034;0.00033;0.00189;0.00019;0.00248;0.00072;0.00085;0.00278;0.00232;0.00015;0.00022;0.00031;0.00163;0.00019;151;761;;36281
